SL#,Domain,Email Address,Email Server,Phone No,Web Category,Majestic Rank,Facebook,Twitter,Youtube,Linkedin,Pinterest
1,"m.facebook.com","-","-","PH: -","",0,"https://m.facebook.com/login.php","","","",""
2,"roha-flachdachsanierung.de","info@roha-flachdachsanierung.de","Unknown","PH: ","",0,"","","","",""
3,"auftragsbank.de","-","-","PH: -","",0,"","","","",""
4,"11880.com","-","-","PH: -","",67740,"http://www.facebook.com/11880com","","","",""
5,"pinterest.com","-","-","PH: -","",14,"","","","",""
6,"dachdeckermuenchen.com","-","-","PH: -","",0,"","","","",""
7,"dach-mergler.de","info@dach-mergler.de","Unknown","PH: +498955006860","",0,"","","","",""
8,"spenglerei-lax.de","mail@spenglerei-lax.de","Unknown","PH: ","",0,"","","","",""
9,"giacalone.de","post@giacalone.de","Unknown","PH: ","",0,"","","","",""
10,"ausbildungsstellen.de","-","-","PH: -","",982347,"","","","",""
11,"hemi-flachdachsanierung.de","info@hemi-flachdachsanierung.de","Unknown","PH: 081423058544","",0,"","","","",""
12,"ihrpartnerfuersdach.de","info@diekreadiven.de","Unknown","PH: ","Software Development",0,"","","","",""
13,"dach-donath.de","-","-","PH: -","",0,"","","","",""
14,"dachbau-lenk.de","sumamail@web.de","Business Mail","PH: ","",0,"","","","",""
15,"soellner-dachdeckerei.de","info@fitforsuccess.de","Business Mail","PH: 08003008844, +4987069479760","",0,"","","","",""
16,"dasoertliche.de","-","-","PH: -","",46472,"https://www.facebook.com/pages/dasortliche/132038165608/","https://twitter.com/dasoertliche/","","",""
17,"spenglerfuchs.de","-","-","PH: -","",0,"","","","",""
18,"braeutigamdach.de","-","-","PH: +4981421044","",0,"","","","",""
19,"dachdecker-angebote.de","-","-","PH: -","",0,"","","","",""
20,"ausbildungsmarkt.de","-","-","PH: -","",0,"","","","",""
21,"dachdecker.bayern","info@dachdecker.bayern","Unknown","PH: +49891434090","",0,"https://www.facebook.com/dachdeckerbayern/","https://twitter.com/bayerndach","https://www.youtube.com/channel/ucna8crsa7wli2hlsi5aghpg","",""
22,"dachdecker.bayern","info@dachdecker.bay","Unknown","PH: +49891434090","",0,"https://www.facebook.com/dachdeckerbayern/","https://twitter.com/bayerndach","https://www.youtube.com/channel/ucna8crsa7wli2hlsi5aghpg","",""
23,"pesl-dach.de","kontakt@pesl-dach.de","Unknown","PH: +4989421497","",0,"","","","",""
24,"bock-dach.de","info@bock-dach.de","Unknown","PH: 08165632227","",0,"","","","",""
25,"meindach.de","-","-","PH: -","",0,"https://www.facebook.com/meindach","","","",""
26,"dachdeckerdirekt.de","info@dachdeckerdirekt.de","Unknown","PH: +49040228688402, +4940228688402, 040228688402","",0,"","","","",""
27,"spenglerei-bauer.de","info@spenglerei-bauer.de%20%20%20%20%20%20","Unknown","PH: +49899045109","",0,"","","","",""
28,"spenglerei-bauer.de","info@spenglerei-bauer.de","Unknown","PH: +49899045109","",0,"","","","",""
29,"dachdecker-betriebe.de","-","-","PH: -","",0,"","","","",""
30,"mux.de","-","-","PH: -","Restaurants",415884,"","","","",""
31,"jfgerhard.de","info@jfgerhard.de","Unknown","PH: +498102784868","",0,"https://www.facebook.com/pages/jfgerhard-bedachungen-gmbh/186071384816470","","","",""
32,"stellenanzeigen.de","-","-","PH: -","Schools & Education",81867,"https://www.facebook.com/stellenanzeigen.de","","https://www.youtube.com/channel/uctfwccq7pbceizrud19rmqg","",""
33,"bedachungen-gerlach.de","info@bedachungen-gerlach.de","Unknown","PH: ","",0,"","","","",""
34,"dachdecker-koestler.de","info@dachdecker-koestler.de","Business Mail","PH: +49(0)8106/1253","",0,"","","","",""
35,"shk-innung-muenchen.de","info@shk-innung-muenchen.de","Unknown","PH: ","",0,"https://www.facebook.com/shk.innung.muenchen","","","",""
36,"spenglerei-potsch.de","info@spenglerei-potsch.de","Business Mail","PH: ","",0,"","","","",""
37,"martin-bedachungen.de","info@martin-bedachungen.de","Business Mail","PH: ","",0,"","","","",""
38,"pegasusdach.de","info@pegasusdach.de","Business Mail","PH: +491712345675","",0,"","","","",""
39,"dachdecker-fritzenwanker.de","-","-","PH: -","",0,"","","","",""
40,"spenglerei-wagner.de","info@spenglerei-wagner.de","Unknown","PH: ","",0,"","","","",""
41,"kimeta.de","mail@kimeta.de","Business Mail","PH: ","Schools & Education",229325,"","","","",""
42,"dachdecker-sieber.de","info@dachdecker-sieber.de","Business Mail","PH: 00498142503400","",0,"","","","",""
43,"starofservice.de","contact@starofservice.com","Gsuit","PH: ","",0,"https://www.facebook.com/starofservice","https://twitter.com/starofservice","","https://www.linkedin.com/company/starofservice-com",""
44,"starofservice.de","beispiel@email.com","Mail.com","PH: ","",0,"https://www.facebook.com/starofservice","https://twitter.com/starofservice","","https://www.linkedin.com/company/starofservice-com",""
45,"bedachungen-kirchermeier.de","info@kirchermeier.de","Unknown","PH: 08719749696","",0,"https://www.facebook.com/bedachungen.kirchermeier","","","",""
46,"marder-gmbh.de","-","-","PH: -","",0,"","","","",""
47,"dachdecker-conrads.de","-","-","PH: -","",0,"","","","",""
48,"houzz.de","-","-","PH: -","",89541,"https://www.facebook.com/houzzde","http://twitter.com/houzzde","https://www.youtube.com/user/houzzde","",""
49,"dach-grimm.de","-","-","PH: -","",0,"","","","",""
50,"helpling.de","kontakt@helpling.de","Gsuit","PH: ","",310286,"https://www.facebook.com/helpling","","","",""
51,"haga-bauvision.de","info@haga-bauvision.de","Unknown","PH: +4989125095520","",0,"https://www.facebook.com/hagabauvision","","","",""
52,"altmann-bedachungen.de","-","-","PH: -","",0,"","","","",""
53,"se-bau.com","info@se-bau.com","Unknown","PH: ","",0,"","","","",""
54,"se-bau.com","dsgvo@se-bau.com","Unknown","PH: ","",0,"","","","",""
