SL#,Domain,Email Address,Email Server,Phone No,Web Category,Majestic Rank,Facebook,Twitter,Youtube,Linkedin,Pinterest
1,"ac-malersystem.de","-","-","PH: -","",0,"","","","",""
2,"malerei-herrmann.de","malereiherrmann@t-online.de","Business Mail","PH: ","Arts",0,"","","","",""
3,"farbvision.de","-","-","PH: -","",0,"","","","",""
4,"ambrock.de","info@ambrock.de","Hotmail","PH: 0233136030","",0,"","","","",""
5,"ambrock.de","beschichtungswerk@ambrock.de","Hotmail","PH: 0233136030","",0,"","","","",""
6,"ambrock.de","dortmund@ambrock.de","Hotmail","PH: 0233136030","",0,"","","","",""
7,"ambrock.de","essen@ambrock.de","Hotmail","PH: 0233136030","",0,"","","","",""
8,"ambrock.de","dormagen@ambrock.de","Hotmail","PH: 0233136030","",0,"","","","",""
9,"malerbetrieb-jaegerhuber.de","malerjaegerhuber@gmx.de","GMX","PH: +491608485429","",0,"https://www.facebook.com/malermeisterbetrieb.jagerhuber.3","","","",""
10,"malerbetrieb-heinrich.de","info@malerbetrieb-heinrich.de","Business Mail","PH: ","",0,"","","","",""
11,"rudolf-lang.de","-","-","PH: -","",0,"","","","",""
12,"dotzler-bauunternehmung.de","-","-","PH: -","",0,"","","","",""
13,"maler.org","kundenservice@digitaleseiten.de","Unknown","PH: ","",0,"","","","",""
14,"maler-maierhofer.de","-","-","PH: +491728302828, +491713456597, +49897003696","Software Development",0,"","","","",""
15,"malermeister-fritz.de","info@malermeister-fritz.de","Unknown","PH: ","",0,"https://www.facebook.com/malermeister-richard-fritz-und-sohn-111181472290480/","","","",""
16,"hwk-muenchen.de","info@hwk-muenchen.de","Unknown","PH: ","Electronics",190345,"https://www.facebook.com/hwkmuenchen","https://twitter.com/hwk_muenchen","","",""
17,"dasoertliche.de","-","-","PH: -","",46472,"https://www.facebook.com/pages/dasortliche/132038165608/","https://twitter.com/dasoertliche/","","",""
18,"schmitz-muenchen.de","info@schmitz-muenchen.de","Unknown","PH: ","",0,"","","","",""
19,"muenchen-ausstellungen.de","-","-","PH: -","Schools & Education",0,"","http://twitter.com/intent/tweet","","",""
