SL#,Domain,Email Address,Email Server,Phone No,Web Category,Majestic Rank,Facebook,Twitter,Youtube,Linkedin,Pinterest
1,"de.indeed.com","-","-","PH: -","",0,"","","","",""
2,"blauarbeit.de","info@blauarbeit.de","Business Mail","PH: 022139090122","",422236,"https://de-de.facebook.com/blauarbeit/","https://twitter.com/blauarbeit","https://www.youtube.com/channel/uctseizfvcj7schgubmbgqzg","",""
3,"blauarbeit.de","support@portalunited.com","Business Mail","PH: 022139090122","",422236,"https://de-de.facebook.com/blauarbeit/","https://twitter.com/blauarbeit","https://www.youtube.com/channel/uctseizfvcj7schgubmbgqzg","",""
4,"auftragsbank.de","-","-","PH: -","",0,"","","","",""
5,"maler-innenausbau.de","-","-","PH: -","",0,"","","","",""
6,"gelbeseiten.de","-","-","PH: -","",32843,"","","","",""
7,"muenchen-fliesenleger.com","kontakt@nojafliesen.de","GMX","PH: ","Software Development",0,"","","","",""
8,"nchen.de","-","-","PH: -","Software Development",0,"","","","",""
9,"home.meinestadt.de","-","-","PH: -","Schools & Education",0,"","","","",""
10,"fliesencenter-hils.de","info@fliesencenter-hils.de","Unknown","PH: 08142-16274","Software Development",0,"https://www.facebook.com/fliesencenter/","","","",""
11,"fliesen-walser.de","info@fliesen-walser.de","Unknown","PH: 089/43650091, 00491716202059, 00491712041961, 089/43650091-92","",0,"","","","",""
12,"interlance.de","-","-","PH: -","Schools & Education",0,"","","","",""
13,"fliesen-reicher.de","info@fliesen-reicher.de","Unknown","PH: ","",0,"","","","",""
14,"fliesen-ft.de","-","-","PH: -","Software Development",0,"","","","",""
15,"fliesenrappl.de","-","-","PH: -","Software Development",0,"","","","",""
16,"muenchen.de","-","-","PH: -","",5937,"https://www.facebook.com/muenchen","https://twitter.com/muenchen","https://www.youtube.com/user/muenchendevideos","",""
17,"fliese.de","-","-","PH: -","Software Development",0,"","","","",""
18,"ebay-kleinanzeigen.de","-","-","PH: -","",5771,"https://www.facebook.com/ebaykleinanzeigen/","https://twitter.com/ebay_ka","https://www.youtube.com/user/ebaykleinanzeigen","",""
19,"fliesenleger-fischer.de","-","-","PH: -","",0,"","","","",""
20,"fliesen-rosch.de","fliesen-rosch@t-online.de","Business Mail","PH: 08151-9988614","",0,"https://www.facebook.com/fliesen-rosch-ihre-b%c3%a4derspezialisten-503720606660076/","","","",""
21,"dotzler-bauunternehmung.de","-","-","PH: -","",0,"","","","",""
22,"fliesenleger.net","kundenservice@digitaleseiten.de","Unknown","PH: ","",0,"","","","",""
23,"fliesenleger-krebs.de","vasb@syvrfrayrtre-xerof.qr","Unknown","PH: +4915123368200","",0,"","","","",""
24,"manuel-zacher.de","info@manuel-zacher.de","Unknown","PH: 08920964588","Software Development",0,"https://www.facebook.com/fliesen.zacher/","","","",""
25,"manuel-zacher.de","ad@zoueree-nl.nchmifa","Unknown","PH: 08920964588","Software Development",0,"https://www.facebook.com/fliesen.zacher/","","","",""
26,"mosaikgarten.de","kontakt@mosaikgarten.de","Unknown","PH: 08997393982, 08945812522","Software Development",0,"","","","",""
27,"fliesen-staedtler.com","info@fliesen-staedtler.com","Unknown","PH: +498965308787, +491727901653","Software Development",0,"","","","",""
28,"fliesen-listl.de","info@fliesen-listl.de","Unknown","PH: 0898123301","",0,"","","","",""
29,"keramax-gmbh.de","info@keramax-gmbh.de","Unknown","PH: +498985641410","",0,"","","","",""
30,"fliesen-gueth.de","info@fliesen-gueth.de","Unknown","PH: 016092936267","",0,"","","","",""
31,"bau-blend.de","info@bau-blend.de","Unknown","PH: +498937001160, +491724422005, +4908937001160","",0,"https://www.facebook.com/baublend/","","","",""
32,"fliesenbischofer.de","-","-","PH: -","",0,"https://www.facebook.com/fliesenhandwerkbischofer-350558772886","","","",""
33,"fliesenlegermeister-lamp.de","sergej.lamp@gmail.com","Gmail","PH: ","Software Development",0,"https://de-de.facebook.com/pages/fliesenlegermeister-lamp/720536734641801","","","",""
34,"fliesenlegermeister-lamp.de","lamp@gmail.com","Gmail","PH: ","Software Development",0,"https://de-de.facebook.com/pages/fliesenlegermeister-lamp/720536734641801","","","",""
35,"derfliesling.de","e.celik@derfliesling.de","Unknown","PH: ","Printing",0,"","","","",""
36,"derfliesling.de","celik@derfliesling.de","Unknown","PH: ","Printing",0,"","","","",""
37,"bb-fliesenleger-muenchen.de","-","-","PH: -","",0,"","","","",""
38,"jk-fliesenleger-muenchen.de","-","-","PH: -","",0,"https://www.facebook.com/jk-fliesenleger-m%c3%bcnchen-108691987276470/","http://twitter.com/wix","","",""
39,"ibau.de","info@indiantypefoundry.com","Gsuit","PH: +498003344355","",0,"https://www.facebook.com/ibaugmbh","","https://www.youtube.com/channel/ucm7-kvmvzfqeoy47s62oqgw","https://de.linkedin.com/company/ibau-gmbh",""
40,"bossmann-muenchen.de","info@bossmann-muenchen.de","Unknown","PH: 080072447374","",0,"","","","",""
41,"belosa.de","-","-","PH: -","",0,"","","","",""
42,"profis.check24.de","umzug@check24.de","Business Mail","PH: ","",0,"","","","",""
43,"profis.check24.de","profis@check24.de","Business Mail","PH: ","",0,"","","","",""
44,"markus-proepster.de","info@markus-proepster.de","Unknown","PH: +49816113349, 08161/13349","",0,"","","","",""
45,"fliesen-kuen.de","-","-","PH: -","Arts",0,"","","","",""
46,"fliesen-harlander.de","andreas.harlander@fliesen-harlander.de","Unknown","PH: +4989885523","",0,"","","","",""
47,"as-innenausbau-muenchen.de","info@as-innenausbau-muenchen.de","Unknown","PH: ","Software Development",0,"","","","",""
48,"bath-home.de","info@bath-home.de","Unknown","PH: 0897400409-0","Arts",0,"http://www.facebook.com/","","","",""
49,"michael-pollinger.de","info@michael-pollinger.de","Unknown","PH: 08921932266","",0,"https://www.facebook.com/michael-pollinger-fliesen-148196911904914/","","","",""
50,"ks-meisterfliese.de","info@ks-meisterfliese.de","Unknown","PH: +49896803934","",0,"https://www.facebook.com/","","","https://www.linkedin.com/",""
51,"fliesen-schwarzmeier.de","info@fliesen-schwarzmeier.de","Unknown","PH: ","",0,"http://www.facebook.com/fliesenschwarzmeier","","","",""
52,"dastelefonbuch.de","-","-","PH: -","",52767,"https://www.facebook.com/dastelefonbuch","https://www.twitter.com/dastelefonbuch","","",""
53,"ag-fliesenleger.de","info@ag-fliesenleger.de","Business Mail","PH: ","",0,"","","","",""
54,"neumann-fliesen.de","info@neumann-fliesen.de","Unknown","PH: +491733725963","Software Development",0,"","","","",""
55,"hausmeisterservice-muenchen-expert.de","info@expert-hms.de","Unknown","PH: +491773289242, +49177-3289242","",0,"","","","",""
